men,women,total,year,municipality,mun
29800,27800,28200,2016, Örkelljunga,SE1257
30600,28500,28800,2016, Bjuv,SE1260
29900,28600,28900,2016, Kävlinge,SE1261
30700,30200,30300,2016, Lomma,SE1262
31400,29600,30000,2016, Svedala,SE1263
30400,28100,28600,2016, Skurup,SE1264
29900,28900,29100,2016, Sjöbo,SE1265
29600,28600,28800,2016, Hörby,SE1266
29600,28700,28900,2016, Höör,SE1267
31200,28900,29400,2016, Tomelilla,SE1270
29700,28300,28500,2016, Bromölla,SE1272
29500,28300,28500,2016, Osby,SE1273
29000,27300,27700,2016, Perstorp,SE1275
30600,28000,28600,2016, Klippan,SE1276
29400,28000,28200,2016, Åstorp,SE1277
29700,28900,29100,2016, Båstad,SE1278
29000,28600,28700,2016, Malmö,SE1280
28600,28500,28600,2016, Lund,SE1281
29200,28100,28300,2016, Landskrona,SE1282
30900,29200,29500,2016, Helsingborg,SE1283
30700,29500,29700,2016, Höganäs,SE1284
29100,28200,28400,2016, Eslöv,SE1285
29800,29100,29300,2016, Ystad,SE1286
30400,28700,29100,2016, Trelleborg,SE1287
30100,29000,29300,2016, Kristianstad,SE1290
29600,28600,28800,2016, Simrishamn,SE1291
30200,29100,29300,2016, Ängelholm,SE1292
29900,28200,28600,2016, Hässleholm,SE1293
29900,28400,28700,2016, Hylte,SE1315
29900,28300,28700,2016, Halmstad,SE1380
30300,28200,28600,2016, Laholm,SE1381
30600,28800,29100,2016, Falkenberg,SE1382
31600,29100,29600,2016, Varberg,SE1383
30100,29600,29700,2016, Kungsbacka,SE1384
30400,29800,29900,2016, Härryda,SE1401
30000,29600,29700,2016, Partille,SE1402
30500,29100,29400,2016, Öckerö,SE1407
29900,29300,29400,2016, Stenungsund,SE1415
30700,29200,29400,2016, Tjörn,SE1419
30000,28700,28900,2016, Orust,SE1421
30200,28700,29000,2016, Sotenäs,SE1427
29200,28000,28200,2016, Munkedal,SE1430
30500,29200,29400,2016, Tanum,SE1435
29500,28200,28500,2016, Dals-Ed,SE1438
30000,28600,28800,2016, Färgelanda,SE1439
29600,29200,29300,2016, Ale,SE1440
30200,29500,29600,2016, Lerum,SE1441
29600,28400,28700,2016, Vårgårda,SE1442
29800,28800,29000,2016, Bollebygd,SE1443
29700,28500,28800,2016, Grästorp,SE1444
29800,27700,28000,2016, Essunga,SE1445
28300,27900,27900,2016, Karlsborg,SE1446
27400,28600,28400,2016, Gullspång,SE1447
30800,28600,29000,2016, Tranemo,SE1452
28900,28200,28300,2016, Bengtsfors,SE1460
29200,27900,28100,2016, Mellerud,SE1461
28900,27800,28000,2016, Lilla Edet,SE1462
28600,27800,28000,2016, Mark,SE1463
30300,27700,28200,2016, Svenljunga,SE1465
29400,27200,27600,2016, Herrljunga,SE1466
29400,27700,28100,2016, Vara,SE1470
28600,28100,28200,2016, Götene,SE1471
30000,28000,28400,2016, Tibro,SE1472
29700,28000,28300,2016, Töreboda,SE1473
30000,29200,29400,2016, Göteborg,SE1480
29700,29100,29200,2016, Mölndal,SE1481
30700,29300,29600,2016, Kungälv,SE1482
29100,27900,28200,2016, Lysekil,SE1484
29700,28800,29000,2016, Uddevalla,SE1485
29900,29000,29200,2016, Strömstad,SE1486
27300,28100,27900,2016, Vänersborg,SE1487
28200,27900,27900,2016, Trollhättan,SE1488
29600,28800,28900,2016, Alingsås,SE1489
28800,27800,28000,2016, Borås,SE1490
29200,27700,28000,2016, Ulricehamn,SE1491
29800,27800,28100,2016, Åmål,SE1492
29900,28300,28600,2016, Mariestad,SE1493
29700,28500,28800,2016, Lidköping,SE1494
28800,28300,28400,2016, Skara,SE1495
30100,28900,29200,2016, Skövde,SE1496
28500,27600,27800,2016, Hjo,SE1497
28500,27500,27700,2016, Tidaholm,SE1498
29000,28000,28200,2016, Falköping,SE1499
29700,28000,28300,2016, Kil,SE1715
28900,27000,27300,2016, Eda,SE1730
29600,28000,28400,2016, Torsby,SE1737
30800,29000,29300,2016, Storfors,SE1760
28100,28100,28100,2016, Hammarö,SE1761
29600,28200,28500,2016, Munkfors,SE1762
28000,27600,27700,2016, Forshaga,SE1763
30000,28000,28400,2016, Grums,SE1764
29100,28100,28300,2016, Årjäng,SE1765
29100,27800,28100,2016, Sunne,SE1766
30200,28700,29000,2016, Karlstad,SE1780
28900,28200,28300,2016, Kristinehamn,SE1781
28500,27700,27800,2016, Filipstad,SE1782
27900,27400,27500,2016, Hagfors,SE1783
28700,27800,28000,2016, Arvika,SE1784
29000,27200,27600,2016, Säffle,SE1785
28700,28000,28100,2016, Lekeberg,SE1814
29900,27100,27500,2016, Laxå,SE1860
28500,27200,27400,2016, Hallsberg,SE1861
28700,28600,28600,2016, Degerfors,SE1862
26500,27500,27300,2016, Hällefors,SE1863
27700,28300,28100,2016, Ljusnarsberg,SE1864
28400,28000,28100,2016, Örebro,SE1880
27700,26800,27000,2016, Kumla,SE1881
28600,27500,27700,2016, Askersund,SE1882
28700,27700,27900,2016, Karlskoga,SE1883
29300,28100,28300,2016, Nora,SE1884
29000,27800,28000,2016, Lindesberg,SE1885
29000,27600,28000,2016, Skinnskatteberg,SE1904
28500,27400,27500,2016, Surahammar,SE1907
28700,27900,28100,2016, Kungsör,SE1960
28200,27800,27900,2016, Hallstahammar,SE1961
27100,27400,27300,2016, Norberg,SE1962
30300,28700,29100,2016, Västerås,SE1980
28800,27600,27900,2016, Sala,SE1981
27000,27800,27600,2016, Fagersta,SE1982
29200,28000,28300,2016, Köping,SE1983
28300,27700,27900,2016, Arboga,SE1984
27300,27200,27200,2016, Vansbro,SE2021
27900,26800,27000,2016, Malung-Sälen,SE2023
29800,28000,28300,2016, Gagnef,SE2026
29400,28600,28800,2016, Leksand,SE2029
29000,27700,28000,2016, Rättvik,SE2031
29100,28500,28600,2016, Orsa,SE2034
30000,28600,28800,2016, Älvdalen,SE2039
28100,27100,27300,2016, Smedjebacken,SE2061
28800,28400,28500,2016, Mora,SE2062
28200,27700,27900,2016, Falun,SE2080
27500,27400,27400,2016, Borlänge,SE2081
28200,27600,27700,2016, Säter,SE2082
28400,28200,28200,2016, Hedemora,SE2083
28300,27300,27500,2016, Avesta,SE2084
28000,27400,27500,2016, Ludvika,SE2085
28100,26700,26900,2016, Ockelbo,SE2101
28000,27000,27100,2016, Hofors,SE2104
28700,28200,28300,2016, Ovanåker,SE2121
29200,28200,28400,2016, Nordanstig,SE2132
28100,27100,27300,2016, Ljusdal,SE2161
30100,29700,29800,2016, Gävle,SE2180
29100,28000,28200,2016, Sandviken,SE2181
26800,26000,26100,2016, Söderhamn,SE2182
28100,27300,27500,2016, Bollnäs,SE2183
27500,27700,27600,2016, Hudiksvall,SE2184
28400,28000,28100,2016, Ånge,SE2260
28000,27800,27900,2016, Timrå,SE2262
27800,27900,27900,2016, Härnösand,SE2280
28800,28000,28200,2016, Sundsvall,SE2281
28700,28000,28200,2016, Kramfors,SE2282
27900,27000,27200,2016, Sollefteå,SE2283
28400,28000,28100,2016, Örnsköldsvik,SE2284
27500,27000,27100,2016, Ragunda,SE2303
27900,28200,28100,2016, Bräcke,SE2305
27700,27900,27800,2016, Krokom,SE2309
27200,27600,27500,2016, Strömsund,SE2313
29200,28900,28900,2016, Åre,SE2321
28600,28600,28600,2016, Berg,SE2326
28800,28300,28400,2016, Härjedalen,SE2361
27400,27800,27700,2016, Östersund,SE2380
27900,27600,27600,2016, Nordmaling,SE2401
26600,26700,26700,2016, Bjurholm,SE2403
29900,27900,28300,2016, Vindeln,SE2404
27100,27600,27500,2016, Robertsfors,SE2409
26700,26900,26900,2016, Norsjö,SE2417
27300,26700,26900,2016, Malå,SE2418
27500,27200,27200,2016, Storuman,SE2421
28500,27000,27400,2016, Sorsele,SE2422
27600,26600,26900,2016, Dorotea,SE2425
28600,28100,28300,2016, Vännäs,SE2460
27600,27200,27300,2016, Vilhelmina,SE2462
27400,27200,27200,2016, Åsele,SE2463
28700,28400,28500,2016, Umeå,SE2480
27100,26700,26800,2016, Lycksele,SE2481
28800,28100,28300,2016, Skellefteå,SE2482
27800,28100,28000,2016, Arvidsjaur,SE2505
27800,28400,28200,2016, Arjeplog,SE2506
27100,27700,27600,2016, Jokkmokk,SE2510
27800,28400,28200,2016, Överkalix,SE2513
29300,27400,27800,2016, Kalix,SE2514
28700,28300,28400,2016, Övertorneå,SE2518
28700,28300,28400,2016, Pajala,SE2521
29200,28200,28400,2016, Gällivare,SE2523
28300,27700,27800,2016, Älvsbyn,SE2560
29200,28400,28600,2016, Luleå,SE2580
30300,28600,28900,2016, Piteå,SE2581
29200,29100,29100,2016, Boden,SE2582
29600,28200,28500,2016, Haparanda,SE2583
28500,28600,28600,2016, Kiruna,SE2584
32700,31900,32400,2016, Local federation,SE3000
30500,29500,29800,2017, Sweden,SE00
33400,32100,32500,2017, Upplands Väsby,SE0114
32400,31500,31700,2017, Vallentuna,SE0115
31200,31600,31500,2017, Österåker,SE0117
31400,31500,31500,2017, Värmdö,SE0120
31600,30500,30800,2017, Järfälla,SE0123
30900,31300,31300,2017, Ekerö,SE0125
31900,31300,31500,2017, Huddinge,SE0126
32100,30600,30900,2017, Botkyrka,SE0127
32400,30900,31200,2017, Salem,SE0128
33100,31500,31900,2017, Haninge,SE0136
32200,31700,31800,2017, Tyresö,SE0138
32300,30800,31200,2017, Upplands-Bro,SE0139
33600,31100,31600,2017, Nykvarn,SE0140
32700,33900,33500,2017, Täby,SE0160
32300,33200,33000,2017, Danderyd,SE0162
34000,35000,34800,2017, Sollentuna,SE0163
32100,32200,32200,2017, Stockholm,SE0180
31300,29800,30100,2017, Södertälje,SE0181
33300,34000,33800,2017, Nacka,SE0182
32300,31400,31600,2017, Sundbyberg,SE0183
32600,32200,32300,2017, Solna,SE0184
31500,32000,31900,2017, Lidingö,SE0186
32000,32600,32500,2017, Vaxholm,SE0187
33500,30800,31500,2017, Norrtälje,SE0188
32100,30500,30900,2017, Sigtuna,SE0191
32800,30200,30800,2017, Nynäshamn,SE0192
30900,29700,30000,2017, Håbo,SE0305
27600,28200,28100,2017, Älvkarleby,SE0319
29700,30400,30200,2017, Knivsta,SE0330
29200,28700,28800,2017, Heby,SE0331
29400,27800,28100,2017, Tierp,SE0360
29900,29600,29700,2017, Uppsala,SE0380
29900,29000,29200,2017, Enköping,SE0381
30300,28200,28600,2017, Östhammar,SE0382
28100,27700,27800,2017, Vingåker,SE0428
29800,29300,29400,2017, Gnesta,SE0461
29600,28700,28900,2017, Nyköping,SE0480
28800,28600,28700,2017, Oxelösund,SE0481
29600,29000,29200,2017, Flen,SE0482
28800,28900,28900,2017, Katrineholm,SE0483
29900,29300,29500,2017, Eskilstuna,SE0484
30400,29300,29500,2017, Strängnäs,SE0486
32000,29500,29900,2017, Trosa,SE0488
32700,28900,29600,2017, Ödeshög,SE0509
29700,28300,28600,2017, Ydre,SE0512
30500,28400,28800,2017, Kinda,SE0513
31800,29700,30000,2017, Boxholm,SE0560
29900,28900,29100,2017, Åtvidaberg,SE0561
28800,27700,27900,2017, Finspång,SE0562
31000,29400,29700,2017, Valdemarsvik,SE0563
30300,29500,29700,2017, Linköping,SE0580
28700,27800,28000,2017, Norrköping,SE0581
31100,29400,29700,2017, Söderköping,SE0582
30800,29300,29600,2017, Motala,SE0583
31000,29700,30000,2017, Vadstena,SE0584
31000,28600,29200,2017, Mjölby,SE0586
32400,29400,29900,2017, Aneby,SE0604
31500,30000,30300,2017, Gnosjö,SE0617
30300,28500,28900,2017, Mullsjö,SE0642
30900,29500,29800,2017, Habo,SE0643
31000,29300,29600,2017, Gislaved,SE0662
31800,29100,29600,2017, Vaggeryd,SE0665
29800,28800,29000,2017, Jönköping,SE0680
31400,30100,30400,2017, Nässjö,SE0682
32200,29800,30300,2017, Värnamo,SE0683
30600,28900,29200,2017, Sävsjö,SE0684
30500,28800,29100,2017, Vetlanda,SE0685
29900,29200,29300,2017, Eksjö,SE0686
30300,28900,29200,2017, Tranås,SE0687
30600,29300,29500,2017, Uppvidinge,SE0760
29400,29500,29500,2017, Lessebo,SE0761
29100,28300,28500,2017, Tingsryd,SE0763
30500,28500,28900,2017, Alvesta,SE0764
31900,29300,29800,2017, Älmhult,SE0765
31900,29200,29700,2017, Markaryd,SE0767
30000,29100,29300,2017, Växjö,SE0780
30300,28600,29000,2017, Ljungby,SE0781
27800,27800,27800,2017, Högsby,SE0821
30400,29700,29900,2017, Torsås,SE0834
29800,28900,29100,2017, Mörbylånga,SE0840
29300,28000,28300,2017, Hultsfred,SE0860
31000,28900,29300,2017, Mönsterås,SE0861
30800,28900,29300,2017, Emmaboda,SE0862
30800,29900,30100,2017, Kalmar,SE0880
29700,28700,28900,2017, Nybro,SE0881
32000,29500,30000,2017, Oskarshamn,SE0882
29100,27800,28100,2017, Västervik,SE0883
28900,28400,28500,2017, Vimmerby,SE0884
29800,28900,29100,2017, Borgholm,SE0885
33100,30000,30700,2017, Gotland,SE0980
29600,28300,28500,2017, Olofström,SE1060
28900,28700,28800,2017, Karlskrona,SE1080
29400,28700,28800,2017, Ronneby,SE1081
29800,28600,28800,2017, Karlshamn,SE1082
29800,28400,28600,2017, Sölvesborg,SE1083
29400,28900,29000,2017, Svalöv,SE1214
31500,30600,30800,2017, Staffanstorp,SE1230
29900,29100,29300,2017, Burlöv,SE1231
32000,32200,32100,2017, Vellinge,SE1233
30300,29200,29500,2017, Östra Göinge,SE1256
31000,28700,29100,2017, Örkelljunga,SE1257
30700,29200,29500,2017, Bjuv,SE1260
30400,29300,29500,2017, Kävlinge,SE1261
33000,31200,31600,2017, Lomma,SE1262
32100,30500,30800,2017, Svedala,SE1263
31600,29300,29800,2017, Skurup,SE1264
30700,29800,30000,2017, Sjöbo,SE1265
30700,29400,29600,2017, Hörby,SE1266
30000,29500,29600,2017, Höör,SE1267
31600,30100,30500,2017, Tomelilla,SE1270
30800,29300,29600,2017, Bromölla,SE1272
31000,29100,29500,2017, Osby,SE1273
30400,28500,28900,2017, Perstorp,SE1275
31700,29100,29700,2017, Klippan,SE1276
30400,29200,29400,2017, Åstorp,SE1277
30200,29800,29900,2017, Båstad,SE1278
30000,29500,29600,2017, Malmö,SE1280
29300,29200,29300,2017, Lund,SE1281
29600,28900,29100,2017, Landskrona,SE1282
32100,30200,30600,2017, Helsingborg,SE1283
32500,31500,31800,2017, Höganäs,SE1284
29800,29200,29400,2017, Eslöv,SE1285
30400,29900,30100,2017, Ystad,SE1286
31300,29700,30000,2017, Trelleborg,SE1287
30700,29800,30000,2017, Kristianstad,SE1290
30400,29500,29700,2017, Simrishamn,SE1291
30800,30000,30200,2017, Ängelholm,SE1292
30800,29000,29400,2017, Hässleholm,SE1293
30400,29200,29400,2017, Hylte,SE1315
30900,29300,29700,2017, Halmstad,SE1380
30300,28900,29200,2017, Laholm,SE1381
31400,29500,29800,2017, Falkenberg,SE1382
32400,30000,30500,2017, Varberg,SE1383
30900,30600,30600,2017, Kungsbacka,SE1384
31200,30800,30900,2017, Härryda,SE1401
31000,30400,30600,2017, Partille,SE1402
31700,30300,30600,2017, Öckerö,SE1407
31200,30100,30300,2017, Stenungsund,SE1415
30600,30100,30200,2017, Tjörn,SE1419
31200,29700,30000,2017, Orust,SE1421
31900,29800,30200,2017, Sotenäs,SE1427
30000,28800,29000,2017, Munkedal,SE1430
31300,29800,30100,2017, Tanum,SE1435
30500,29100,29400,2017, Dals-Ed,SE1438
31600,30000,30200,2017, Färgelanda,SE1439
31200,29900,30200,2017, Ale,SE1440
31500,31000,31100,2017, Lerum,SE1441
31600,28800,29300,2017, Vårgårda,SE1442
30200,30100,30100,2017, Bollebygd,SE1443
29800,29600,29700,2017, Grästorp,SE1444
31100,28500,28800,2017, Essunga,SE1445
29800,28700,28900,2017, Karlsborg,SE1446
28700,29200,29100,2017, Gullspång,SE1447
31400,29400,29700,2017, Tranemo,SE1452
29700,29200,29300,2017, Bengtsfors,SE1460
29600,29000,29100,2017, Mellerud,SE1461
30000,28700,28900,2017, Lilla Edet,SE1462
29500,28300,28600,2017, Mark,SE1463
30900,28800,29200,2017, Svenljunga,SE1465
29500,27900,28200,2017, Herrljunga,SE1466
29900,28900,29100,2017, Vara,SE1470
30000,29100,29200,2017, Götene,SE1471
31000,28700,29100,2017, Tibro,SE1472
29900,28600,28800,2017, Töreboda,SE1473
31000,30100,30300,2017, Göteborg,SE1480
30600,30300,30300,2017, Mölndal,SE1481
31800,30300,30600,2017, Kungälv,SE1482
29300,28700,28900,2017, Lysekil,SE1484
30400,29900,30000,2017, Uddevalla,SE1485
31400,29900,30200,2017, Strömstad,SE1486
28600,29200,29100,2017, Vänersborg,SE1487
28700,28700,28700,2017, Trollhättan,SE1488
30200,29600,29700,2017, Alingsås,SE1489
30000,29000,29200,2017, Borås,SE1490
30500,28500,28900,2017, Ulricehamn,SE1491
30400,28800,29100,2017, Åmål,SE1492
30500,29100,29400,2017, Mariestad,SE1493
30700,29300,29600,2017, Lidköping,SE1494
30000,29200,29400,2017, Skara,SE1495
30500,29500,29800,2017, Skövde,SE1496
28900,28400,28500,2017, Hjo,SE1497
30000,28500,28800,2017, Tidaholm,SE1498
30100,28700,29100,2017, Falköping,SE1499
30400,28800,29100,2017, Kil,SE1715
29300,27500,27800,2017, Eda,SE1730
30700,29000,29300,2017, Torsby,SE1737
32000,29700,30200,2017, Storfors,SE1760
29600,28800,28900,2017, Hammarö,SE1761
30500,29000,29300,2017, Munkfors,SE1762
28600,28100,28200,2017, Forshaga,SE1763
29400,28600,28700,2017, Grums,SE1764
29500,28900,29100,2017, Årjäng,SE1765
29900,28400,28700,2017, Sunne,SE1766
30800,29300,29700,2017, Karlstad,SE1780
29300,28600,28800,2017, Kristinehamn,SE1781
29100,28500,28600,2017, Filipstad,SE1782
28600,27800,27900,2017, Hagfors,SE1783
29800,28500,28700,2017, Arvika,SE1784
29800,28000,28400,2017, Säffle,SE1785
29300,28400,28600,2017, Lekeberg,SE1814
31400,28100,28500,2017, Laxå,SE1860
29100,27700,27900,2017, Hallsberg,SE1861
29700,29400,29400,2017, Degerfors,SE1862
26900,27800,27600,2017, Hällefors,SE1863
28200,29200,29000,2017, Ljusnarsberg,SE1864
28700,28500,28600,2017, Örebro,SE1880
28600,27600,27800,2017, Kumla,SE1881
28900,28500,28600,2017, Askersund,SE1882
29000,28500,28600,2017, Karlskoga,SE1883
30600,28600,28900,2017, Nora,SE1884
29800,28500,28800,2017, Lindesberg,SE1885
29700,28300,28700,2017, Skinnskatteberg,SE1904
29700,28100,28300,2017, Surahammar,SE1907
30000,28300,28600,2017, Kungsör,SE1960
29000,28400,28500,2017, Hallstahammar,SE1961
27800,27900,27900,2017, Norberg,SE1962
30700,29400,29700,2017, Västerås,SE1980
29400,28200,28500,2017, Sala,SE1981
27500,28300,28200,2017, Fagersta,SE1982
30100,28700,29000,2017, Köping,SE1983
29400,28400,28600,2017, Arboga,SE1984
27800,27600,27600,2017, Vansbro,SE2021
28300,27500,27600,2017, Malung-Sälen,SE2023
30000,28700,28900,2017, Gagnef,SE2026
30200,29300,29500,2017, Leksand,SE2029
29400,28400,28600,2017, Rättvik,SE2031
29100,29700,29600,2017, Orsa,SE2034
31100,29400,29700,2017, Älvdalen,SE2039
29600,27700,28100,2017, Smedjebacken,SE2061
29800,29200,29300,2017, Mora,SE2062
28700,28500,28500,2017, Falun,SE2080
28100,28100,28100,2017, Borlänge,SE2081
29200,28500,28700,2017, Säter,SE2082
28100,28500,28400,2017, Hedemora,SE2083
28800,27800,28000,2017, Avesta,SE2084
28900,27900,28100,2017, Ludvika,SE2085
28700,27400,27600,2017, Ockelbo,SE2101
28200,27700,27800,2017, Hofors,SE2104
29900,29100,29200,2017, Ovanåker,SE2121
28100,27600,27700,2017, Nordanstig,SE2132
28500,28000,28100,2017, Ljusdal,SE2161
30600,30500,30500,2017, Gävle,SE2180
29900,28800,29000,2017, Sandviken,SE2181
28000,28100,28100,2017, Söderhamn,SE2182
28800,28000,28200,2017, Bollnäs,SE2183
28100,28600,28500,2017, Hudiksvall,SE2184
29300,28700,28800,2017, Ånge,SE2260
28500,28200,28300,2017, Timrå,SE2262
28500,28800,28700,2017, Härnösand,SE2280
29200,28700,28800,2017, Sundsvall,SE2281
29200,28500,28700,2017, Kramfors,SE2282
28600,27800,28000,2017, Sollefteå,SE2283
29100,28800,28900,2017, Örnsköldsvik,SE2284
27800,27800,27800,2017, Ragunda,SE2303
28400,28600,28500,2017, Bräcke,SE2305
28400,28900,28800,2017, Krokom,SE2309
28100,28300,28200,2017, Strömsund,SE2313
30000,29400,29600,2017, Åre,SE2321
29800,29200,29400,2017, Berg,SE2326
29300,29000,29100,2017, Härjedalen,SE2361
27900,28500,28300,2017, Östersund,SE2380
29100,28200,28400,2017, Nordmaling,SE2401
26800,27400,27300,2017, Bjurholm,SE2403
30000,28800,29000,2017, Vindeln,SE2404
27600,28000,27900,2017, Robertsfors,SE2409
27100,27200,27200,2017, Norsjö,SE2417
28200,27700,27800,2017, Malå,SE2418
28700,27900,28100,2017, Storuman,SE2421
29500,28600,28800,2017, Sorsele,SE2422
28200,27300,27500,2017, Dorotea,SE2425
29300,28700,28900,2017, Vännäs,SE2460
28500,27800,28000,2017, Vilhelmina,SE2462
27700,27700,27700,2017, Åsele,SE2463
28800,28800,28800,2017, Umeå,SE2480
27100,27500,27400,2017, Lycksele,SE2481
29800,28800,29000,2017, Skellefteå,SE2482
29100,28800,28900,2017, Arvidsjaur,SE2505
29100,29300,29300,2017, Arjeplog,SE2506
27600,28200,28000,2017, Jokkmokk,SE2510
28900,29000,28900,2017, Överkalix,SE2513
29700,28400,28700,2017, Kalix,SE2514
29600,29300,29300,2017, Övertorneå,SE2518
29500,29000,29100,2017, Pajala,SE2521
30200,29100,29300,2017, Gällivare,SE2523
29100,28300,28500,2017, Älvsbyn,SE2560
29600,28900,29100,2017, Luleå,SE2580
30900,29400,29700,2017, Piteå,SE2581
29900,30000,30000,2017, Boden,SE2582
30900,28900,29300,2017, Haparanda,SE2583
28300,29300,29100,2017, Kiruna,SE2584
33400,33000,33200,2017, Local federation,SE3000
31200,30300,30500,2018, Sweden,SE00
34300,33200,33500,2018, Upplands Väsby,SE0114
33300,32200,32500,2018, Vallentuna,SE0115
32400,32900,32800,2018, Österåker,SE0117
32100,32400,32400,2018, Värmdö,SE0120
32200,31200,31400,2018, Järfälla,SE0123
32300,32300,32300,2018, Ekerö,SE0125
32600,32300,32400,2018, Huddinge,SE0126
33000,31600,31900,2018, Botkyrka,SE0127
33900,32000,32400,2018, Salem,SE0128
34300,32500,32900,2018, Haninge,SE0136
33200,32700,32800,2018, Tyresö,SE0138
33400,31500,31900,2018, Upplands-Bro,SE0139
33600,32300,32600,2018, Nykvarn,SE0140
34300,34900,34700,2018, Täby,SE0160
34000,34400,34300,2018, Danderyd,SE0162
35100,35900,35700,2018, Sollentuna,SE0163
33000,33100,33000,2018, Stockholm,SE0180
32400,30600,30900,2018, Södertälje,SE0181
34700,34800,34800,2018, Nacka,SE0182
33000,32400,32600,2018, Sundbyberg,SE0183
33800,33000,33200,2018, Solna,SE0184
32200,33300,33000,2018, Lidingö,SE0186
32900,32800,32800,2018, Vaxholm,SE0187
34700,31700,32400,2018, Norrtälje,SE0188
32500,31300,31600,2018, Sigtuna,SE0191
33900,31500,32000,2018, Nynäshamn,SE0192
31700,30700,30900,2018, Håbo,SE0305
28300,28800,28700,2018, Älvkarleby,SE0319
31200,31300,31300,2018, Knivsta,SE0330
29900,29700,29700,2018, Heby,SE0331
30300,28600,28900,2018, Tierp,SE0360
30600,30400,30400,2018, Uppsala,SE0380
31200,29900,30200,2018, Enköping,SE0381
30900,29300,29500,2018, Östhammar,SE0382
28700,28300,28300,2018, Vingåker,SE0428
31200,29600,29900,2018, Gnesta,SE0461
30600,29500,29800,2018, Nyköping,SE0480
29400,29300,29400,2018, Oxelösund,SE0481
30300,29600,29800,2018, Flen,SE0482
29200,29500,29400,2018, Katrineholm,SE0483
30700,30100,30200,2018, Eskilstuna,SE0484
31000,30000,30200,2018, Strängnäs,SE0486
32900,30200,30700,2018, Trosa,SE0488
33100,29400,30100,2018, Ödeshög,SE0509
31400,29200,29700,2018, Ydre,SE0512
30300,29300,29500,2018, Kinda,SE0513
33000,30200,30700,2018, Boxholm,SE0560
30900,29600,29900,2018, Åtvidaberg,SE0561
29500,28800,28900,2018, Finspång,SE0562
31000,30400,30500,2018, Valdemarsvik,SE0563
30800,30200,30400,2018, Linköping,SE0580
29500,28600,28800,2018, Norrköping,SE0581
31700,30200,30500,2018, Söderköping,SE0582
31300,30100,30400,2018, Motala,SE0583
31600,30200,30400,2018, Vadstena,SE0584
31800,29400,30000,2018, Mjölby,SE0586
32000,29700,30100,2018, Aneby,SE0604
32600,31100,31400,2018, Gnosjö,SE0617
31000,29000,29400,2018, Mullsjö,SE0642
31700,30600,30800,2018, Habo,SE0643
32000,30500,30700,2018, Gislaved,SE0662
32800,30200,30600,2018, Vaggeryd,SE0665
30600,29500,29700,2018, Jönköping,SE0680
32200,30800,31100,2018, Nässjö,SE0682
32900,30600,31100,2018, Värnamo,SE0683
31600,29800,30100,2018, Sävsjö,SE0684
31200,29700,30000,2018, Vetlanda,SE0685
30400,29800,30000,2018, Eksjö,SE0686
30700,29700,29900,2018, Tranås,SE0687
30900,30100,30200,2018, Uppvidinge,SE0760
29500,29900,29800,2018, Lessebo,SE0761
29500,28900,29000,2018, Tingsryd,SE0763
31700,29200,29600,2018, Alvesta,SE0764
32100,30100,30500,2018, Älmhult,SE0765
32700,30100,30600,2018, Markaryd,SE0767
30600,30000,30100,2018, Växjö,SE0780
30900,29300,29700,2018, Ljungby,SE0781
28600,28900,28900,2018, Högsby,SE0821
32400,30500,30900,2018, Torsås,SE0834
30400,29600,29800,2018, Mörbylånga,SE0840
29700,29000,29100,2018, Hultsfred,SE0860
30800,29800,30000,2018, Mönsterås,SE0861
31700,29700,30100,2018, Emmaboda,SE0862
31500,30600,30900,2018, Kalmar,SE0880
29900,29500,29600,2018, Nybro,SE0881
32500,30400,30800,2018, Oskarshamn,SE0882
29900,28400,28800,2018, Västervik,SE0883
29800,29000,29200,2018, Vimmerby,SE0884
30100,29600,29700,2018, Borgholm,SE0885
34200,30900,31700,2018, Gotland,SE0980
30100,29100,29300,2018, Olofström,SE1060
29800,29700,29700,2018, Karlskrona,SE1080
29400,29300,29300,2018, Ronneby,SE1081
30500,29500,29700,2018, Karlshamn,SE1082
30100,29300,29400,2018, Sölvesborg,SE1083
30400,29700,29800,2018, Svalöv,SE1214
32100,31600,31700,2018, Staffanstorp,SE1230
31000,29900,30200,2018, Burlöv,SE1231
33000,33200,33100,2018, Vellinge,SE1233
31000,29800,30100,2018, Östra Göinge,SE1256
31400,29200,29600,2018, Örkelljunga,SE1257
31100,29800,30100,2018, Bjuv,SE1260
31600,30400,30600,2018, Kävlinge,SE1261
32900,32200,32300,2018, Lomma,SE1262
32900,31300,31700,2018, Svedala,SE1263
32500,30200,30600,2018, Skurup,SE1264
32300,30700,31000,2018, Sjöbo,SE1265
31200,29900,30200,2018, Hörby,SE1266
30800,30800,30800,2018, Höör,SE1267
31400,31000,31100,2018, Tomelilla,SE1270
31100,30200,30300,2018, Bromölla,SE1272
31800,30000,30300,2018, Osby,SE1273
31500,29300,29800,2018, Perstorp,SE1275
32600,30100,30700,2018, Klippan,SE1276
31500,29900,30200,2018, Åstorp,SE1277
31700,30400,30600,2018, Båstad,SE1278
30800,30500,30600,2018, Malmö,SE1280
30300,30200,30200,2018, Lund,SE1281
30000,29700,29800,2018, Landskrona,SE1282
32800,31100,31400,2018, Helsingborg,SE1283
33700,32400,32800,2018, Höganäs,SE1284
30800,30000,30200,2018, Eslöv,SE1285
30900,30600,30700,2018, Ystad,SE1286
